ts,open,high,low,close,volume,n_trades,vwap
2024-06-03 15:36:33+00:00,,,,,0,0,
2024-06-03 15:36:34+00:00,,,,,0,0,
2024-06-03 15:36:35+00:00,194.18,194.18,194.18,194.18,51,4,194.18
2024-06-03 15:36:36+00:00,194.16,194.16,194.12,194.12,568,12,194.14024647887325
2024-06-03 15:36:37+00:00,,,,,0,0,
2024-06-03 15:36:38+00:00,194.13,194.13,194.115,194.115,516,10,194.12608527131783
2024-06-03 15:36:39+00:00,,,,,0,0,
2024-06-03 15:36:40+00:00,,,,,0,0,
2024-06-03 15:36:41+00:00,194.125,194.14,194.125,194.14,780,10,194.13165384615385
2024-06-03 15:36:42+00:00,194.13,194.13,194.13,194.13,101,3,194.12999999999997
2024-06-03 15:36:43+00:00,,,,,0,0,
2024-06-03 15:36:44+00:00,194.125,194.125,194.125,194.125,21,2,194.125
2024-06-03 15:36:45+00:00,194.125,194.125,194.125,194.125,1,1,194.125
2024-06-03 15:36:46+00:00,194.125,194.125,194.125,194.125,1,1,194.125
2024-06-03 15:36:47+00:00,194.125,194.13,194.125,194.13,437,9,194.1282036613272
2024-06-03 15:36:48+00:00,194.13,194.13,194.12,194.12,603,5,194.12663349917082
2024-06-03 15:36:49+00:00,194.11,194.11,194.1,194.1,634,11,194.10911671924288
